player_id,full_name,position,team,number,college,years_exp,birth_date,age,height,weight,depth_chart_order,injury_status,injury_body_part,stats_id,fantasy_data_id
2949,Synjyn Days,RB,,0.0,Georgia Tech,11.0,1991-10-09,34.0,72,223,,,,553584.0,17421.0
8650,Lujuan Winningham,WR,,0.0,Central Arkansas,1.0,,,75,195,,,,,
13199,Montorie Foster,WR,SEA,87.0,Michigan State,1.0,2001-08-03,24.0,71,188,,,,,25985.0
12455,Brashard Smith,RB,KC,24.0,SMU,1.0,2003-04-11,23.0,70,196,4.0,,,,25899.0
4881,Lamar Jackson,QB,BAL,8.0,Louisville,8.0,1997-01-07,29.0,74,205,1.0,,,877745.0,19781.0
13632,Devonte Ross,WR,LAC,24.0,Penn State,0.0,2002-09-09,23.0,70,170,,,,,25908.0
13428,Joey Aguilar,QB,JAX,17.0,Tennessee,0.0,2001-06-16,25.0,75,225,,,,,28136.0
10870,Deneric Prince,RB,,30.0,Tulsa,3.0,2000-04-11,25.0,72,216,,,,,24365.0
7860,Osirus Mitchell,WR,,82.0,Mississippi State,1.0,1998-09-15,23.0,77,206,,,,,
13349,Eli Stowers,TE,PHI,87.0,Vanderbilt,0.0,2003-04-15,23.0,75,239,2.0,Questionable,Lower Body,,26757.0
11618,Jalen McMillan,WR,TB,11.0,Washington,2.0,2001-12-07,24.0,73,192,3.0,,,,25098.0
13430,RJ Maryland,TE,GB,48.0,SMU,0.0,2004-07-09,22.0,75,236,,,,,28062.0
167,Tom Brady,QB,,12.0,Michigan,23.0,1977-08-03,45.0,76,225,,,,25347.0,4314.0
4219,Jeremy McNichols,RB,WAS,26.0,Boise State,9.0,1995-12-26,30.0,69,205,5.0,,,837594.0,19065.0
13202,Dalevon Campbell,WR,LAC,81.0,South Carolina,1.0,2001-12-05,24.0,76,220,,,,,26683.0
12963,Kayron Lynch-Adams,RB,,,Michigan State,1.0,,,70,215,,,,,
10983,Sean Clifford,QB,CIN,4.0,Penn State,3.0,1998-07-14,28.0,74,212,4.0,,,,24476.0
3555,Canaan Severin,WR,,83.0,Virginia,6.0,1993-03-16,28.0,74,205,,,,694010.0,18328.0
2133,Davante Adams,WR,LAR,17.0,Fresno State,12.0,1992-12-24,33.0,73,204,2.0,,,611417.0,16470.0
96,Aaron Rodgers,QB,PIT,8.0,California,21.0,1983-12-02,42.0,74,223,1.0,,,213957.0,2593.0
5872,Deebo Samuel,WR,,1.0,South Carolina,7.0,1996-01-15,30.0,72,215,,,,835749.0,20932.0
8820,Troy Hairston,RB,,36.0,Central Michigan,3.0,1998-12-08,26.0,71,245,,,,,
6492,Terry Wright,WR,,9.0,Purdue,3.0,1997-01-28,24.0,70,177,,,,1066824.0,21492.0
4042,Joe Williams,RB,,32.0,Utah,5.0,1993-09-04,28.0,71,205,,,,867383.0,18885.0
12408,Michael Hiers,QB,,,Samford,1.0,1999-05-28,25.0,73,215,,,,,
12941,Bryson Nesbit,TE,MIN,83.0,North Carolina,1.0,2002-09-25,23.0,77,228,,,,,25107.0
4420,Cody Hollister,WR,,8.0,Arkansas,6.0,1993-11-18,29.0,76,220,,,,696881.0,19280.0
9480,Brenton Strange,TE,JAX,85.0,Penn State,3.0,2000-12-27,25.0,76,253,1.0,,,,24223.0
12545,Tyler Shough,QB,NO,6.0,Louisville,1.0,1999-09-28,26.0,77,219,1.0,,,,23187.0
827,Tyrod Taylor,QB,GB,6.0,Virginia Tech,15.0,1989-08-03,36.0,73,217,2.0,,,399579.0,12831.0
13667,Marcus Burke,WR,,,,0.0,,,75,195,,,,,
6352,Matt Colburn,RB,,0.0,Wake Forest,6.0,1997-07-27,27.0,70,201,,,,,21329.0
2822,Adam Humphries,WR,,27.0,Clemson,8.0,1993-06-24,30.0,74,195,,,,602096.0,17290.0
13647,Ben Patterson,WR,JAX,83.0,Texas Permian Basin,0.0,,,77,220,,,,,28278.0
6985,Dezmon Patmon,WR,,86.0,Washington State,3.0,1998-08-06,25.0,76,225,,,,,21959.0
2787,David Porter,WR,,0.0,TCU,10.0,1992-12-21,32.0,72,197,,,,601101.0,17255.0
4892,Baker Mayfield,QB,TB,6.0,Oklahoma,8.0,1995-04-14,31.0,73,215,1.0,,,748070.0,19790.0
4137,James Conner,RB,ARI,6.0,Pittsburgh,9.0,1995-05-05,31.0,73,233,3.0,Questionable,Foot,742390.0,18983.0
12277,John Matocha,QB,,,Colorado School of Mines,1.0,,,71,180,,,,,
5608,Devonte Boyd,WR,,8.0,Nevada-Las Vegas,4.0,1994-10-05,27.0,73,185,,,,823674.0,20452.0
13432,Khalil Dinkins,TE,SF,82.0,Penn State,0.0,,,76,226,,,,,28059.0
10862,Dorian Thompson-Robinson,QB,,14.0,UCLA,2.0,1999-11-14,25.0,74,203,,,,,
3640,Soma Vainuku,RB,,37.0,Southern California,6.0,1992-05-28,29.0,72,255,,,,555692.0,18430.0
8145,Jeremy Ruckert,TE,NYJ,89.0,Ohio State,4.0,2000-08-11,25.0,77,250,3.0,,,,22521.0
12068,Mason Pline,TE,KC,85.0,Furman,2.0,2000-02-05,26.0,79,260,5.0,,,,25320.0
4696,Trey Edmunds,RB,,33.0,Maryland,5.0,1994-12-30,27.0,74,223,,,,691645.0,19599.0
11961,Emory Jones,QB,,15.0,Cincinnati,2.0,2000-04-29,25.0,74,211,,,,,23236.0
12518,Tyler Warren,TE,IND,84.0,Penn State,1.0,2002-05-24,24.0,78,256,1.0,,,,25874.0
8203,Jeremiah Hall,TE,,0.0,Oklahoma,1.0,,,74,248,,,,,
13816,Mark Gronowski,QB,MIA,16.0,Iowa,0.0,2001-10-05,24.0,74,226,,,,,28143.0
13264,Dohnte Meyers,WR,CIN,81.0,Delta State,3.0,2000-07-06,26.0,71,186,,,,,26873.0
7106,Lawrence Cager,TE,WAS,89.0,Georgia,6.0,1997-08-20,28.0,77,220,5.0,,,,21728.0
12191,Trent Pennix,TE,,,North Carolina State,1.0,1999-12-10,25.0,74,234,,,,,
5997,Jazz Ferguson,WR,,87.0,"Northwestern State, La.",3.0,1997-01-12,25.0,77,228,,,,865560.0,20756.0
7063,Shea Patterson,QB,,0.0,Michigan,2.0,1997-01-17,24.0,74,215,,,,,21824.0
1678,Uzoma Nwachukwu,WR,,16.0,Texas A&M,9.0,1990-12-15,31.0,71,198,,,,511402.0,15491.0
928,Randall Cobb,WR,,18.0,Kentucky,13.0,1990-08-22,33.0,70,192,,,,465949.0,13227.0
5347,Nyheim Miller-Hines,RB,,19.0,North Carolina State,8.0,1996-11-12,29.0,68,198,,,,880146.0,19912.0
4456,K.D. Cannon,WR,,81.0,Baylor,5.0,1995-11-05,26.0,72,180,,,,837957.0,19320.0
13330,Kenyon Sadiq,TE,NYJ,16.0,Oregon,0.0,2005-03-04,21.0,75,241,1.0,Questionable,Undisclosed,,26755.0
12755,Kelly Akharaiyi,WR,,,Mississippi State,1.0,2000-02-05,25.0,72,201,,,,,
7317,Jared Rice,TE,,40.0,Fresno State,2.0,1996-10-19,25.0,77,243,,,,,21790.0
9506,Sean Tucker,RB,TB,44.0,Syracuse,3.0,2001-10-25,24.0,70,205,3.0,,,,24194.0
7607,Michael Carter,RB,TEN,35.0,North Carolina,5.0,1999-05-07,27.0,68,201,4.0,,,,22553.0
8167,Christian Watson,WR,GB,9.0,North Dakota State,4.0,1999-05-12,27.0,76,215,1.0,,,,23395.0
8211,Tyrion Davis-Price,RB,,44.0,LSU,3.0,2000-10-23,24.0,72,211,,,,,
5777,Malachi Jones,WR,,2.0,Appalachian State,6.0,1994-03-20,27.0,74,215,,,,695382.0,18462.0
5432,Cam Sims,WR,,87.0,Alabama,6.0,1996-01-06,28.0,77,214,,,,824541.0,20529.0
7599,Jermar Jefferson,RB,,43.0,Oregon State,5.0,2000-04-15,26.0,70,212,,,,,22555.0
2346,Devin Funchess,TE,,13.0,Michigan,7.0,1994-05-21,28.0,76,235,,,,696127.0,16802.0
2703,Ezell Ruffin,WR,,3.0,San Diego State,10.0,1992-03-17,32.0,73,210,,,,556460.0,17171.0
12897,Nathan Carter,RB,ATL,38.0,Michigan State,1.0,2002-05-22,24.0,70,202,4.0,,,,26289.0
3505,Dom Williams,WR,,80.0,Washington State,6.0,1992-12-11,29.0,74,200,,,,608147.0,18271.0
5223,Caleb Scott,WR,TEN,83.0,Vanderbilt,4.0,1996-02-26,25.0,74,203,,,,835860.0,20182.0
642,Golden Tate,WR,,0.0,Notre Dame,12.0,1988-08-02,33.0,70,197,,,,400490.0,11611.0
9999,Will Levis,QB,TEN,8.0,Kentucky,3.0,1999-06-27,27.0,76,229,2.0,,,,23270.0
13344,Preston Fox,WR,,,,0.0,,,70,188,,,,,
6420,Jon'Vea Johnson,WR,,0.0,Toledo,3.0,1995-12-23,26.0,72,192,,,,833478.0,21451.0
12509,Tre' Harris,WR,LAC,9.0,Ole Miss,1.0,2002-02-28,24.0,75,210,3.0,,,,25925.0
6373,A.J. Richardson,WR,,0.0,Boise State,3.0,1995-06-02,26.0,72,212,,,,824132.0,21318.0
7990,Garrett Groshek,RB,,0.0,Wisconsin,1.0,1997-08-02,24.0,71,220,,,,,
7279,DeMichael Harris,WR,,12.0,Southern Miss,2.0,1998-07-12,24.0,68,178,,,,,22276.0
5947,Jakobi Meyers,WR,JAX,3.0,North Carolina State,7.0,1996-11-09,29.0,74,200,3.0,,,880151.0,20876.0
11529,Ed Lee,WR,,67.0,Rhode Island,1.0,1999-05-29,24.0,70,185,,,,,
12690,Tommy Mellott,WR,,,Montana State,1.0,2001-10-16,24.0,72,208,,,,,26279.0
2580,Titus Davis,WR,,2.0,Central Michigan,7.0,1993-01-03,29.0,74,190,,,,591602.0,17045.0
12778,Jerjuan Newton,WR,,,Toledo,1.0,2001-05-19,24.0,71,192,,,,,
11521,Jadakis Bonds,WR,,6.0,Hampton,1.0,1999-11-27,23.0,75,206,,,,,
12946,Dontae Fleming,WR,MIN,19.0,Tulane,1.0,2001-11-28,24.0,74,180,,,,,26348.0
2790,Nigel King,WR,,0.0,Kansas,10.0,1992-10-09,32.0,75,210,,,,592458.0,17258.0
8158,Carson Strong,QB,,0.0,Nevada,1.0,1999-09-14,23.0,75,226,,,,,
11651,Isaac Guerendo,RB,SF,31.0,Louisville,2.0,2000-06-28,26.0,72,221,5.0,Questionable,Pectoral,,25063.0
8613,Taysir Mack,WR,,0.0,Pittsburgh,1.0,1998-09-17,24.0,74,190,,,,,
2462,J.J. Nelson,WR,,15.0,UAB,7.0,1992-04-24,30.0,70,160,,,,557431.0,16919.0
14020,Dean Patterson,WR,TB,8.0,Georgia Tech,0.0,,,74,200,,,,,28575.0
6237,Wilton Speight,QB,,5.0,UCLA,3.0,1994-12-06,27.0,78,232,,,,822513.0,21167.0
3846,Duke Williams,WR,,0.0,Auburn,6.0,1993-05-13,28.0,75,225,,,,824249.0,18666.0
6392,Johnathan Lloyd,WR,,10.0,Duke,3.0,1995-12-04,26.0,72,190,,,,820719.0,21397.0
13272,Carson Beck,QB,ARI,19.0,Miami (FL),0.0,2002-11-19,23.0,76,233,2.0,,,,24994.0
8831,Ethan Fernea,WR,,13.0,UCLA,2.0,1998-03-02,26.0,72,195,,,,,
8751,Dylan Parham,TE,,0.0,North Carolina State,2.0,1998-05-31,24.0,77,245,,,,,
11189,Zay Malone,WR,,82.0,Henderson State,1.0,2000-03-06,23.0,69,180,,,,,
3593,Anthony Kelly,WR,,0.0,Kutztown,9.0,1993-04-14,31.0,75,210,,,,,18373.0
2360,Maxx Williams,TE,,87.0,Minnesota,8.0,1994-04-12,28.0,76,252,,,,651658.0,16816.0
830,A.J. Green,WR,,18.0,Georgia,12.0,1988-07-31,34.0,76,207,,,,458093.0,12845.0
11960,Steven Stilianos,TE,,43.0,Iowa,1.0,2000-02-25,25.0,77,251,,,,,
12453,Ontaria Wilson,WR,,,Florida State,1.0,1999-08-12,25.0,72,175,,,,,
12700,Gavin Bartholomew,TE,MIN,86.0,Pittsburgh,1.0,2003-04-30,23.0,77,249,4.0,Questionable,Back,,26113.0
8068,C.J. Saunders,WR,,85.0,Ohio State,2.0,1996-09-15,27.0,70,190,,,,,
13673,Trent Battle,RB,,,,0.0,,,73,205,,,,,
5977,Terry Godwin,WR,,80.0,Georgia,3.0,1996-10-23,25.0,71,185,,,,879072.0,20775.0
3271,Tyler Higbee,TE,LAR,89.0,Western Kentucky,10.0,1993-01-01,33.0,78,253,3.0,,,604176.0,18032.0
11267,Aron Cruickshank,WR,,84.0,Rutgers,1.0,2000-09-07,22.0,70,170,,,,,
2906,Bell Braylon,WR,,0.0,Abilene Christian,3.0,,,78,205,,,,736104.0,17374.0
1502,Chris Thompson,RB,,0.0,Florida State,9.0,1990-10-20,31.0,68,187,,,,509372.0,15102.0
12761,Jordan Moore,WR,CIN,14.0,Duke,1.0,2002-04-18,24.0,72,191,,,,,26343.0
7457,Michael Dereus,WR,,82.0,Georgetown,2.0,1997-02-18,24.0,73,210,,,,,22435.0
7174,Juwan Green,WR,,89.0,Albany,3.0,1998-07-01,25.0,72,187,,,,,22176.0
12940,Tre Stewart,RB,,,Jacksonville State,1.0,2002-12-14,23.0,68,186,,,,,
2342,Devin Smith,WR,,0.0,Ohio State,7.0,1992-03-03,29.0,73,200,,,,606485.0,16798.0
3208,Kenneth Dixon,RB,,38.0,Louisiana Tech,6.0,1994-01-21,27.0,70,228,,,,693062.0,17969.0
4988,Nick Chubb,RB,,21.0,Georgia,8.0,1995-12-27,30.0,71,227,,,,822857.0,19798.0
1535,Cordarrelle Patterson,RB,,84.0,Tennessee,12.0,1991-03-17,34.0,74,220,,,,690153.0,15150.0
11638,Ricky Pearsall,WR,SF,1.0,Florida,2.0,2000-09-09,25.0,73,189,2.0,,,,24982.0
12514,Emeka Egbuka,WR,TB,2.0,Ohio State,1.0,2002-10-14,23.0,73,205,1.0,,,,26092.0
7605,Kyle Trask,QB,,16.0,Florida,5.0,1998-03-06,27.0,77,236,,,,,22494.0
8218,Max Borghi,RB,,0.0,Washington State,1.0,2000-04-23,22.0,70,197,,,,,
13292,Lake McRee,TE,PIT,81.0,USC,0.0,,,76,243,,,,,26954.0
7435,Cameron Scarlett,RB,,0.0,Stanford,2.0,1996-10-09,25.0,73,216,,,,,22414.0
13255,Shane Watts,RB,,,Fort Hays State,1.0,,,69,195,,,,,
6317,Jacob Dolegala,QB,,0.0,Central Connecticut State,3.0,1996-10-07,25.0,79,242,,,,887061.0,21220.0
7569,Nico Collins,WR,HOU,12.0,Michigan,5.0,1999-03-19,27.0,76,222,1.0,,,,21756.0
13582,Anthony Smith,WR,DAL,83.0,East Carolina,0.0,2002-03-01,24.0,74,197,9.0,,,,26806.0
6659,Craig Reynolds,RB,,49.0,Kutztown,7.0,1996-06-15,29.0,71,216,,Questionable,Undisclosed,1167356.0,21564.0
8090,Daniel Crawford,TE,,80.0,Northern Illinois,1.0,1997-12-15,24.0,74,251,,,,,
9228,Bryce Young,QB,CAR,9.0,Alabama,3.0,2001-07-25,24.0,70,204,1.0,,,,23132.0
12487,Terrance Ferguson,TE,LAR,18.0,Oregon,1.0,2003-03-07,23.0,77,252,1.0,,,,25970.0
8694,Henry Litwin,WR,,0.0,Slippery Rock,1.0,,,71,189,,,,,
10221,Ronnie Bell,WR,NO,85.0,Michigan,3.0,2000-01-28,26.0,72,192,9.0,,,,22627.0
6195,Damon Sheehy-Guiseppi,WR,,15.0,Phoenix CC,3.0,1995-02-15,26.0,71,181,,,,1164241.0,21096.0
4131,Kenny Golladay,WR,,19.0,Northern Illinois,6.0,1993-11-03,29.0,76,213,,,,697295.0,18977.0
5973,Josh Oliver,TE,MIN,84.0,San Jose State,7.0,1997-03-21,29.0,77,264,2.0,Questionable,Ankle,881779.0,20899.0
6870,Bryan Edwards,WR,,11.0,South Carolina,3.0,1998-11-13,24.0,75,215,,,,,21736.0
8408,Jordan Mason,RB,MIN,27.0,Georgia Tech,4.0,1999-05-24,27.0,71,230,2.0,,,,23364.0
12884,Quincy Skinner,WR,,,Vanderbilt,1.0,2003-02-28,22.0,74,205,,,,,
8226,Greg Bell,RB,,38.0,San Diego State,2.0,1998-06-16,25.0,72,200,,,,,
5128,Logan Woodside,QB,,15.0,Toledo,8.0,1995-01-27,30.0,74,201,,,,732107.0,20055.0
13603,Gregory Desrosiers,RB,LAC,31.0,Memphis,0.0,,,71,200,,,,,28248.0
10869,Matt Landers,WR,,83.0,Arkansas,2.0,1999-06-16,26.0,76,200,,,,,
11650,Luke McCaffrey,WR,WAS,11.0,Rice,2.0,2001-04-02,25.0,74,195,7.0,,,,24987.0
7235,Aleva Hifo,WR,,84.0,Brigham Young,2.0,1997-12-23,24.0,70,187,,,,,22236.0
8798,Felix Harper,QB,,0.0,Alcorn State,1.0,,,71,180,,,,,
6988,Raymond Calais,RB,,30.0,Louisiana,2.0,1998-04-02,24.0,68,188,,,,,21855.0
2635,Vernon Johnson,WR,,0.0,Texas A&M-Commerce,10.0,1992-04-17,32.0,73,190,,,,847325.0,17103.0
13296,Caleb Douglas,WR,MIA,7.0,Texas Tech,0.0,2003-09-09,22.0,76,205,4.0,Questionable,Undisclosed,,26862.0
6263,Trevor Wood,TE,,88.0,Texas A&M,3.0,1996-01-25,25.0,78,265,,,,838138.0,21198.0
7021,Rico Dowdle,RB,PIT,13.0,South Carolina,6.0,1998-06-14,28.0,71,215,2.0,,,,21952.0
11301,Braxton Westfield,WR,,13.0,Carson-Newman,1.0,,,76,205,,,,,
11895,Mason Tipton,WR,NO,15.0,Yale,2.0,2000-09-27,25.0,71,187,8.0,Questionable,Groin,,25409.0
13852,Dontae McMillan,RB,BAL,36.0,Eastern Michigan,0.0,2001-10-04,24.0,70,203,,,,,26813.0
5260,Vyncint Smith,WR,,15.0,Limestone,5.0,1996-06-09,27.0,75,195,,,,850603.0,20295.0
1701,Eric Rogers,WR,,3.0,California Lutheran,9.0,1991-02-12,30.0,76,195,,,,,15581.0
11630,Roman Wilson,WR,PIT,14.0,Michigan,2.0,2001-06-19,25.0,70,186,4.0,,,,25039.0
7083,Tyler Huntley,QB,BAL,5.0,Utah,6.0,1998-02-03,28.0,73,204,2.0,,,,21810.0
12735,Caleb Lohner,TE,DEN,84.0,Utah,1.0,2001-10-01,24.0,79,250,6.0,Questionable,Lower Body,,26333.0
12288,Mathieu Severance,RB,,,Bentley,1.0,,,68,191,,,,,
2636,Jarred Haggins,WR,,19.0,Florida State,10.0,1992-01-17,33.0,72,202,,,,553288.0,17104.0
8137,George Pickens,WR,DAL,3.0,Georgia,4.0,2001-03-04,25.0,75,200,2.0,,,,23153.0
5987,Alexander Mattison,RB,,8.0,Boise State,7.0,1998-06-19,27.0,71,220,,Questionable,Neck,944343.0,20868.0
12046,Chevan Cordeiro,QB,,,San Jose State,1.0,,,73,200,,,,,
6396,Austin Fort,TE,,84.0,Wyoming,3.0,1995-05-14,26.0,76,244,,,,823871.0,21369.0
8179,Snoop Conner,RB,,32.0,Ole Miss,2.0,2000-08-01,24.0,70,222,,,,,
12066,Elijah Collins,RB,,,Oklahoma State,1.0,2000-08-01,24.0,72,212,,,,,
11504,Jose Barbon,WR,,14.0,Temple,1.0,2000-04-16,23.0,72,185,,,,,
5962,KeeSean Johnson,WR,,81.0,Fresno State,4.0,1996-10-09,26.0,73,201,,,,838443.0,20835.0
8135,Treylon Burks,WR,WAS,13.0,Arkansas,4.0,2000-03-23,26.0,74,225,5.0,,,,23119.0
7694,Tommy Tremble,TE,CAR,82.0,Notre Dame,5.0,2000-06-02,26.0,76,250,2.0,,,,22662.0
8656,Tyshaun James,WR,,0.0,Central Connecticut State,1.0,1999-06-22,23.0,74,214,,,,,
7418,Broc Rutter,QB,,5.0,North Central,2.0,1997-04-03,24.0,74,204,,,,,22399.0
6153,Dexter Williams,RB,,34.0,Notre Dame,3.0,1997-01-06,25.0,71,212,,,,884610.0,20984.0
13053,Daniel Jackson,WR,,,Minnesota,1.0,2002-04-25,23.0,72,195,,,,,
9484,Tucker Kraft,TE,GB,85.0,South Dakota State,3.0,2000-11-03,25.0,77,259,1.0,Questionable,Knee - ACL,,24118.0
10215,Jake Haener,QB,,14.0,Fresno State,3.0,1999-03-10,27.0,73,200,,,,,23249.0
11597,Theo Johnson,TE,NYG,84.0,Penn State,2.0,2001-02-26,25.0,78,264,2.0,,,,23142.0
11270,Hassan Hall,RB,,29.0,Georgia Tech,2.0,2000-08-28,24.0,70,196,,,,,
5076,John Kelly,RB,,42.0,Tennessee,7.0,1996-10-04,28.0,70,205,,,,879766.0,19957.0
11576,Braelon Allen,RB,NYJ,0.0,Wisconsin,2.0,2004-01-20,22.0,73,235,2.0,,,,24934.0
3556,Christian Powell,RB,,,Colorado,9.0,1994-03-03,31.0,72,235,,,,694899.0,18329.0
8169,Tre Turner,WR,,0.0,Virginia Tech,1.0,,,73,184,,,,,
6371,Drew Anderson,QB,,3.0,Murray State,3.0,1995-10-18,26.0,76,221,,,,945086.0,21316.0
13325,Jordan Hudson,WR,DAL,18.0,SMU,0.0,2003-11-22,22.0,73,199,,,,,26939.0
7596,Elijah Moore,WR,PHI,19.0,Ole Miss,5.0,2000-03-27,26.0,70,178,7.0,,,,22592.0
8799,Zaire Mitchell-Paden,TE,NO,84.0,Florida Atlantic,4.0,1999-08-20,26.0,77,257,5.0,,,,23720.0
8146,Garrett Wilson,WR,NYJ,5.0,Ohio State,4.0,2000-07-22,25.0,72,183,1.0,,,,23122.0
6040,Tyree Jackson,TE,,80.0,Buffalo,7.0,1997-11-07,28.0,79,249,,Questionable,Undisclosed,881048.0,20823.0
8543,Drew Estrada,WR,,81.0,Baylor,1.0,1997-07-24,25.0,72,196,,,,,
5209,Mike Boone,RB,,16.0,Cincinnati,7.0,1995-06-30,30.0,70,206,,,,842181.0,20159.0
4663,Austin Ekeler,RB,,30.0,Western Colorado,9.0,1995-05-17,30.0,70,200,,,,790004.0,19562.0
9511,Keaton Mitchell,RB,LAC,34.0,East Carolina,3.0,2002-01-17,24.0,68,191,2.0,,,,24214.0
943,Kyle Rudolph,TE,,8.0,Notre Dame,12.0,1989-11-09,33.0,78,258,,,,469472.0,13275.0
13311,Chris Bell,WR,MIA,18.0,Louisville,0.0,2004-06-07,22.0,74,220,2.0,Questionable,Knee - ACL,,26745.0
7521,Chris Blair,WR,ATL,19.0,Alcorn State,5.0,1997-10-06,28.0,74,215,5.0,,,,22488.0
7352,Matt Cole,WR,,18.0,McKendree,2.0,1996-11-07,25.0,70,197,,,,,22340.0
12543,Tahj Brooks,RB,CIN,25.0,Texas Tech,1.0,2002-05-13,24.0,69,220,3.0,,,,25949.0
7438,Kristian Wilkerson,WR,,82.0,Southeast Missouri State,6.0,1997-01-10,29.0,73,214,,,,,22417.0
13299,Nate Boerkircher,TE,JAX,87.0,Texas A&M,0.0,2001-09-04,24.0,77,245,2.0,,,,26943.0
8186,Devon Williams,WR,,0.0,Oregon,1.0,,,77,211,,,,,
8208,Tyler Badie,RB,DEN,28.0,Missouri,4.0,2000-02-07,26.0,68,197,4.0,,,,23231.0
1855,Shaquelle Evans,WR,,84.0,UCLA,8.0,1991-03-07,30.0,72,210,,,,508969.0,16064.0
1604,Nick Williams,WR,DEN,0.0,UConn,10.0,1990-11-23,32.0,70,184,,,,511823.0,15268.0
8908,Brandon Lewis,WR,,0.0,Air Force,1.0,,,69,175,,,,,
11586,Blake Corum,RB,LAR,24.0,Michigan,2.0,2000-11-25,25.0,68,202,2.0,,,,24116.0
11139,Elijah Cooks,WR,,86.0,San Jose State,3.0,1998-10-13,27.0,76,215,,,,,24755.0
6389,Keenen Brown,TE,,48.0,Texas State,3.0,1995-12-22,26.0,75,250,,,,1165728.0,21297.0
7339,J.J. Koski,WR,,43.0,Cal Poly,3.0,1996-12-27,26.0,73,195,,,,,22327.0
8225,Daniel Bellinger,TE,TEN,82.0,San Diego State,4.0,2000-09-22,25.0,78,255,2.0,,,,23485.0
13909,Elijah Tau-Tolliver,RB,BAL,34.0,Michigan State,0.0,2003-05-16,23.0,72,204,,,,,28505.0
5938,Lil'Jordan Humphrey,WR,DEN,5.0,Texas,7.0,1998-04-19,28.0,76,225,6.0,,,920758.0,20816.0
8252,Travell Harris,WR,,0.0,Washington State,1.0,,,68,182,,,,,
13619,Marcus Sanders,WR,MIN,31.0,Georgia Southern,0.0,2004-07-14,22.0,73,190,,,,,28242.0
12504,Kaleb Johnson,RB,PIT,20.0,Iowa,1.0,2003-08-14,22.0,73,224,3.0,,,,26040.0
12079,Treyton Welch,TE,NO,82.0,Wyoming,2.0,2001-01-10,25.0,76,240,7.0,,,,25621.0
11925,Terique Owens,WR,,83.0,Missouri State,1.0,1999-09-25,25.0,75,200,,,,,
5950,Nyqwan Murray,WR,,0.0,Florida State,3.0,1997-07-28,24.0,71,192,,,,883454.0,20890.0
3476,Johnny Holton,WR,,80.0,Cincinnati,6.0,1990-08-22,31.0,75,190,,,,749099.0,18241.0
12474,Woody Marks,RB,HOU,4.0,USC,1.0,2000-12-29,25.0,70,208,2.0,,,,25942.0
4545,Keith Towbridge,TE,,43.0,Louisville,5.0,1995-05-21,26.0,77,262,,,,741543.0,19424.0
5637,Garrett Johnson,WR,,0.0,Kentucky,4.0,1995-12-03,26.0,71,175,,,,835382.0,20451.0
2142,Rajion Neal,RB,,43.0,Tennessee,8.0,1992-03-28,29.0,71,220,,,,542837.0,16485.0
5750,Garrett Hudson,TE,,46.0,Richmond,4.0,1995-01-24,26.0,76,245,,,,823118.0,20659.0
11644,Cody Schrader,RB,DEN,5.0,Missouri,2.0,1999-09-08,26.0,69,214,7.0,,,,25049.0
4040,JuJu Smith-Schuster,WR,NYG,8.0,USC,9.0,1996-11-22,29.0,73,215,7.0,,,835909.0,18883.0
8206,Skylar Thompson,QB,BAL,11.0,Kansas State,4.0,1997-06-04,29.0,74,219,4.0,,,,23477.0
7316,Darius Bradwell,RB,,32.0,Tulane,2.0,1997-05-15,25.0,72,235,,,,,21826.0
12171,British Brooks,RB,HOU,44.0,North Carolina,2.0,1999-11-18,26.0,71,225,4.0,,,,25452.0
11214,Tanner Morgan,QB,,4.0,Minnesota,1.0,1999-04-17,24.0,74,215,,,,,
5110,Russell Gage,WR,,14.0,LSU,7.0,1996-01-22,29.0,72,184,,,,822014.0,20006.0
6363,Michael Walker,WR,,0.0,Boston College,3.0,1996-10-29,25.0,71,195,,,,883432.0,21254.0
3321,Tyreek Hill,WR,,10.0,West Alabama,10.0,1994-03-01,31.0,70,191,,Questionable,Knee - ACL,823156.0,18082.0
8013,Tim Jones,WR,JAX,13.0,Southern Miss,5.0,1998-05-15,28.0,73,200,7.0,,,,22892.0
4571,Blake Jarwin,TE,,89.0,Oklahoma State,5.0,1994-07-16,27.0,77,260,,,,711965.0,19457.0
13074,Isaiah Neyor,WR,GB,80.0,Nebraska,1.0,2001-06-07,25.0,76,218,8.0,,,,26097.0
12198,Wayne Ruby,WR,,,Mount Union,1.0,2000-06-18,24.0,73,190,,,,,
13415,Haynes King,QB,CAR,16.0,Georgia Tech,0.0,2001-01-09,25.0,74,212,,,,,28047.0
6185,Easton Stick,QB,IND,4.0,North Dakota State,7.0,1995-09-15,30.0,73,224,4.0,,,831007.0,20953.0
12224,David White,WR,,16.0,Western Carolina,1.0,2000-07-18,25.0,76,200,,,,,
6361,Raphael Leonard,WR,,14.0,Southern Illinois,3.0,1997-05-26,24.0,74,197,,,,1058046.0,21252.0
11081,Cephus Johnson,WR,,28.0,Southeastern Louisiana,1.0,1999-09-21,24.0,77,220,,,,,
8197,Peyton Hendershot,TE,,88.0,Indiana,3.0,1999-04-23,25.0,76,250,,,,,
6664,A.J. Ouellette,RB,,1.0,Ohio,3.0,1995-07-20,26.0,69,209,,,,837554.0,21571.0
