player_id,full_name,position,team,number,college,years_exp,birth_date,age,height,weight,depth_chart_order,injury_status,injury_body_part,search_full_name,adds,drops,owner_id_freedom,owner_id_uww,display_name_freedom,display_name_uww,merge_name,sleeper_id,year_signed,years,apy,draft_year,draft_round,draft_overall,year_final,years_remaining
11520,Lucky Jackson,WR,DET,11.0,Western Kentucky,3.0,1997-07-17,29.2,73,185,,,,luckyjackson,,,,,,,luckyjackson,11520,2026.0,1.0,0.2475,2023.0,,,2026.0,0.0
2940,Des Lawrence,WR,,46.0,North Carolina,5.0,1994-11-30,31.8,73,185,,,,deslawrence,,,,,,,,,,,,,,,,
4574,Cooper Rush,QB,ATL,13.0,Central Michigan,9.0,1993-11-21,32.8,75,224,2.0,,,cooperrush,,,,,,,cooperrush,4574,2026.0,1.0,1.3,2017.0,,,2026.0,0.0
5663,Shane Wimann,RB,,0.0,Northern Illinois,4.0,1994-09-09,32.0,76,250,,,,shanewimann,,,,,,,,,,,,,,,,
14047,Heinrich Haarberg,TE,,40.0,Nebraska,0.0,2003-03-15,23.5,76,237,,,,heinrichhaarberg,,,,,,,,,,,,,,,,
6205,Brandon Silvers,QB,,0.0,Troy,3.0,1994-05-09,32.4,75,219,,,,brandonsilvers,,,,,,,,,,,,,,,,
9998,Hendon Hooker,QB,TEN,16.0,Tennessee,3.0,1998-01-13,28.7,75,220,,,,hendonhooker,,,,,,,hendonhooker,9998,2026.0,1.0,0.2475,2023.0,3.0,68.0,2026.0,0.0
8500,John FitzPatrick,TE,,86.0,Georgia,4.0,2000-03-09,26.5,79,262,,Questionable,Achilles,johnfitzpatrick,,,,,,,,,,,,,,,,
4037,Chris Godwin,WR,TB,14.0,Penn State,9.0,1996-02-27,30.5,73,209,2.0,,,chrisgodwin,,,1001981921347375104,1127441193396285440,VanGrizzly,LilmanJay67,chrisgodwin,4037,2025.0,3.0,22.0,2017.0,3.0,84.0,2027.0,1.0
5244,Devin Gray,WR,,80.0,Cincinnati,4.0,1995-06-15,31.2,72,192,,,,devingray,,,,,,,,,,,,,,,,
11606,Dallin Holker,TE,,85.0,Colorado State,1.0,2000-04-07,26.4,75,241,,,,dallinholker,,,,,,,,,,,,,,,,
5137,Richie James,WR,,17.0,Middle Tennessee,6.0,1995-09-05,31.0,69,185,,,,richiejames,,,,,,,,,,,,,,,,
7243,Kevin Davidson,QB,,9.0,Princeton,2.0,1997-08-01,29.1,76,225,,,,kevindavidson,,,,,,,,,,,,,,,,
8553,Tre Ford,QB,,0.0,Waterloo (CAN),1.0,1998-03-30,28.5,73,192,,,,treford,,,,,,,,,,,,,,,,
12270,Andrew Peasley,QB,,,Wyoming,1.0,2000-01-06,26.7,74,218,,,,andrewpeasley,,,,,,,,,,,,,,,,
12753,Jamoi Mayes,WR,,,Cincinnati,1.0,2002-08-23,24.1,70,206,,,,jamoimayes,,,,,,,,,,,,,,,,
6375,Jerome Washington,TE,,0.0,Rutgers,3.0,1994-07-05,32.2,76,256,,,,jeromewashington,,,,,,,,,,,,,,,,
5013,Anthony Miller,WR,,6.0,Memphis,7.0,1994-10-09,31.9,71,195,,,,anthonymiller,,,,,,,,,,,,,,,,
6017,DaMarkus Lodge,WR,,0.0,Mississippi,3.0,1997-05-12,29.3,74,202,,,,damarkuslodge,,,,,,,,,,,,,,,,
4874,Chris Bazile,TE,,81.0,Grambling,4.0,1991-10-25,34.9,76,250,,,,chrisbazile,,,,,,,,,,,,,,,,
7858,Brenden Knox,RB,,34.0,Marshall,1.0,1998-10-10,27.9,71,220,,,,brendenknox,,,,,,,,,,,,,,,,
2146,Richard Rodgers,TE,,82.0,California,9.0,1992-01-22,34.6,76,257,,,,richardrodgers,,,,,,,,,,,,,,,,
13516,Max Bredeson,RB,MIN,45.0,Michigan,0.0,2002-10-04,23.9,74,252,4.0,,,maxbredeson,,,,,,,,,,,,,,,,
11561,Michael Pratt,QB,,11.0,Tulane,1.0,2001-09-30,25.0,74,217,,,,michaelpratt,,,,,,,,,,,,,,,,
5906,Dawson Knox,TE,BUF,88.0,Ole Miss,7.0,1996-11-14,29.8,76,254,2.0,,,dawsonknox,,,,,,,dawsonknox,5906,2026.0,3.0,6.666667,2019.0,3.0,96.0,2028.0,2.0
7812,Simi Fehoko,WR,ARI,80.0,Stanford,5.0,1997-11-05,28.9,76,225,8.0,,,simifehoko,,,,,,,simifehoko,7812,2026.0,1.0,1.4025,2021.0,5.0,179.0,2026.0,0.0
12908,Chandler Brayboy,WR,,15.0,Elon,1.0,2001-08-20,25.1,73,199,,,,chandlerbrayboy,,,,,,,,,,,,,,,,
2114,Senorise Perry,RB,,20.0,Louisville,8.0,1991-09-19,35.0,72,210,,,,senoriseperry,,,,,,,,,,,,,,,,
5217,Jason Reese,TE,,48.0,Missouri,4.0,1995-09-09,31.0,77,250,,,,jasonreese,,,,,,,,,,,,,,,,
7066,K.J. Osborn,WR,TEN,85.0,Miami (FL),6.0,1997-06-10,29.3,71,203,,,,kjosborn,,,,,,,kjosborn,7066,2026.0,1.0,0.3303,2020.0,5.0,176.0,2026.0,0.0
1979,Blake Bortles,QB,NO,6.0,UCF,8.0,1992-04-28,34.4,77,236,,,,blakebortles,,,,,,,,,,,,,,,,
8008,Josh Imatorbhebhe,WR,,0.0,Illinois,1.0,1998-04-12,28.4,74,220,,,,joshimatorbhebhe,,,,,,,,,,,,,,,,
8475,Montrell Washington,WR,,16.0,Samford,4.0,1999-03-14,27.5,70,170,,,,montrellwashington,,,,,,,,,,,,,,,,
6762,Darion Clark,TE,,44.0,Grand Canyon,2.0,1994-04-09,32.4,79,235,,,,darionclark,,,,,,,,,,,,,,,,
11921,Xavier Weaver,WR,,89.0,Colorado,2.0,2000-10-12,25.9,72,185,,Questionable,Hamstring,xavierweaver,,,,,,,,,,,,,,,,
260,Josh Johnson,QB,CIN,11.0,San Diego,18.0,1986-05-15,40.3,75,219,,,,joshjohnson,,,,,,,joshjohnson,260,2026.0,1.0,0.4113,2008.0,5.0,160.0,2026.0,0.0
2711,Taylor Heinicke,QB,,4.0,Old Dominion,10.0,1993-03-15,33.5,73,210,,,,taylorheinicke,,,,,,,,,,,,,,,,
6857,Collin Johnson,WR,,17.0,Texas,5.0,1997-09-23,29.0,77,220,,,,collinjohnson,,,,,,,,,,,,,,,,
13557,Athan Kaliakmanis,QB,WAS,16.0,Rutgers,0.0,2003-08-20,23.1,74,216,4.0,,,athankaliakmanis,,,,,,,athankaliakmanis,13557,2026.0,4.0,1.136164,2026.0,7.0,223.0,2029.0,3.0
13846,Jack Velling,TE,ATL,84.0,Michigan State,0.0,,,77,245,,,,jackvelling,,,,,,,,,,,,,,,,
8182,Chase Allen,TE,,87.0,Iowa State,1.0,1997-07-09,29.2,78,251,,,,chaseallen,,,,,,,,,,,,,,,,
4157,Tarik Cohen,RB,,31.0,North Carolina A&T,7.0,1995-07-26,31.1,66,181,,,,tarikcohen,,,,,,,,,,,,,,,,
2003,Bennie Fowler,WR,,4.0,Michigan State,8.0,1991-06-10,35.3,73,212,,,,benniefowler,,,,,,,,,,,,,,,,
12285,Cade Peterson,QB,,,Grand Valley State,1.0,,,76,223,,,,cadepeterson,,,,,,,,,,,,,,,,
7533,Anthony Schwartz,WR,,84.0,Auburn,4.0,2000-09-05,26.0,72,195,,,,anthonyschwartz,,,,,,,,,,,,,,,,
7460,Jake Burt,TE,,0.0,Boston College,2.0,1996-08-25,30.1,75,260,,,,jakeburt,,,,,,,,,,,,,,,,
1837,Jimmy Garoppolo,QB,,11.0,Eastern Illinois,12.0,1991-11-02,34.9,74,226,,,,jimmygaroppolo,,,,,,,,,,,,,,,,
4528,Trevor Knight,QB,,1.0,Texas A&M,5.0,1993-10-03,32.9,73,215,,,,trevorknight,,,,,,,,,,,,,,,,
10220,Will Mallory,TE,IND,86.0,Miami (FL),3.0,1999-06-22,27.2,76,239,5.0,IR,Thumb,willmallory,,,,,,,willmallory,10220,2023.0,4.0,1.032648,2023.0,5.0,162.0,2026.0,0.0
12063,Rocky Lombardi,QB,,,Northern Illinois,1.0,1998-07-30,28.1,76,225,,,,rockylombardi,,,,,,,,,,,,,,,,
13249,Thomas Gordon,TE,DET,82.0,Northwestern,1.0,2000-09-05,26.0,76,250,,,,thomasgordon,,,,,,,,,,,,,,,,
13128,Rushawn Baker,RB,,,Elon,1.0,2003-04-17,23.4,71,218,,,,rushawnbaker,,,,,,,,,,,,,,,,
9507,Titus Swen,RB,,42.0,Wyoming,1.0,,,70,204,,,,titusswen,,,,,,,,,,,,,,,,
1939,Derel Walker,WR,,87.0,Texas A&M,8.0,1991-06-29,35.2,74,185,,,,derelwalker,,,,,,,,,,,,,,,,
12434,Kairee Robinson,RB,,,San Jose State,1.0,,,67,195,,,,kaireerobinson,,,,,,,,,,,,,,,,
8205,Isiah Pacheco,RB,DET,10.0,Rutgers,4.0,1999-03-02,27.5,70,210,4.0,IR,Back,isiahpacheco,40464.0,21040.0,1000639485861785600,990858054952411136,Joshlahay10,parkergullixon,isiahpacheco,8205,2026.0,1.0,1.81,2022.0,7.0,251.0,2026.0,0.0
2713,Josh Harper,WR,,0.0,Fresno State,10.0,1991-12-01,34.8,73,185,,,,joshharper,,,,,,,,,,,,,,,,
6342,Stephen Louis,WR,,12.0,North Carolina State,3.0,1995-09-07,31.0,74,215,,,,stephenlouis,,,,,,,,,,,,,,,,
1166,Kirk Cousins,QB,LV,8.0,Michigan State,14.0,1988-08-19,38.1,75,209,1.0,,,kirkcousins,23600.0,,,1357227930467434496,,OwenBowers,kirkcousins,1166,2026.0,1.0,11.3,2012.0,4.0,102.0,2026.0,0.0
8108,DeVonte Dedmon,WR,,83.0,William & Mary,1.0,1995-11-23,30.8,70,203,,,,devontededmon,,,,,,,,,,,,,,,,
2767,Jawon Chisholm,RB,,0.0,Akron,10.0,1991-09-19,35.0,73,206,,,,jawonchisholm,,,,,,,,,,,,,,,,
5185,Allen Lazard,WR,,10.0,Iowa State,7.0,1995-12-11,30.8,77,227,,,,allenlazard,,,,,,,,,,,,,,,,
8110,Jake Ferguson,TE,DAL,87.0,Wisconsin,4.0,1999-01-18,27.7,77,250,1.0,,,jakeferguson,,,1001981921347375104,990858054952411136,VanGrizzly,parkergullixon,jakeferguson,8110,2025.0,4.0,12.5,2022.0,4.0,129.0,2028.0,2.0
12197,John Paddock,QB,,,Illinois,1.0,2000-03-27,26.5,72,190,,,,johnpaddock,,,,,,,,,,,,,,,,
8251,Calvin Jackson,WR,,9.0,Washington State,1.0,1997-05-07,29.4,70,194,,,,calvinjackson,,,,,,,,,,,,,,,,
2620,Jake Heaps,QB,,5.0,Miami,7.0,1991-06-19,35.2,73,208,,,,jakeheaps,,,,,,,,,,,,,,,,
11225,Noah Gindorff,TE,,81.0,North Dakota State,1.0,1999-02-12,27.6,78,268,,,,noahgindorff,,,,,,,,,,,,,,,,
4491,Marcus Kemp,WR,,19.0,Hawai'i,6.0,1995-08-14,31.1,76,210,,,,marcuskemp,,,,,,,,,,,,,,,,
7842,Luke Farrell,TE,SF,89.0,Ohio State,5.0,1997-10-14,28.9,77,250,3.0,,,lukefarrell,,,,,,,lukefarrell,7842,2026.0,2.0,4.0,2021.0,5.0,145.0,2027.0,1.0
5136,Josh Adams,RB,,31.0,Notre Dame,4.0,1996-10-29,29.9,74,225,,,,joshadams,,,,,,,,,,,,,,,,
3500,Devon Cajuste,WR,,83.0,Stanford,6.0,1993-01-31,33.6,76,227,,,,devoncajuste,,,,,,,,,,,,,,,,
6737,Micky Crum,TE,,46.0,Louisville,3.0,1995-10-13,30.9,76,258,,,,mickycrum,,,,,,,,,,,,,,,,
11232,Isaiah Winstead,WR,,27.0,East Carolina,3.0,1999-08-09,27.1,76,213,,,,isaiahwinstead,,,,,,,,,,,,,,,,
13975,Le'Meke Brockington,WR,,88.0,Minnesota,0.0,2002-01-15,24.7,72,195,,Questionable,Undisclosed,lemekebrockington,,,,,,,,,,,,,,,,
12239,Peewee Jarrett,QB,,,West Florida,1.0,,,74,221,,,,peeweejarrett,,,,,,,,,,,,,,,,
4785,Kermit Whitfield,WR,,17.0,Florida State,5.0,1993-10-08,32.9,68,184,,,,kermitwhitfield,,,,,,,,,,,,,,,,
11046,Colton Dowell,WR,,27.0,Tennessee-Martin,3.0,1999-04-19,27.4,75,212,,,,coltondowell,,,,,,,,,,,,,,,,
6288,Marcus Green,WR,,89.0,Louisiana-Monroe,3.0,1996-08-13,30.1,68,191,,,,marcusgreen,,,,,,,,,,,,,,,,
6320,Jonathan Duhart,WR,,0.0,Old Dominion,3.0,1996-06-26,30.2,75,215,,,,jonathanduhart,,,,,,,,,,,,,,,,
4082,Curtis Samuel,WR,,1.0,Ohio State,9.0,1996-08-11,30.1,71,195,,,,curtissamuel,,,,,,,,,,,,,,,,
7048,Benny LeMay,RB,CLE,16.0,Charlotte,2.0,1997-10-18,28.9,68,220,,,,bennylemay,,,,,,,,,,,,,,,,
1049,Ryan Tannehill,QB,,17.0,Texas A&M,12.0,1988-07-27,38.1,76,217,,,,ryantannehill,,,,,,,,,,,,,,,,
6686,Joe Horn,WR,,87.0,Missouri Western,3.0,1994-09-16,32.0,70,174,,,,joehorn,,,,,,,,,,,,,,,,
12350,Anthony Grant,RB,,,Nebraska,1.0,1999-02-27,27.5,71,205,,,,anthonygrant,,,,,,,,,,,,,,,,
5703,Deontez Alexander,WR,,82.0,Franklin,4.0,1996-07-25,30.1,75,180,,,,deontezalexander,,,,,,,,,,,,,,,,
12976,DeMeer Blankumsee,WR,,,Memphis,0.0,,,70,192,,,,demeerblankumsee,,,,,,,,,,,,,,,,
3239,Bronson Kaufusi,TE,GB,45.0,BYU,6.0,1991-07-06,35.2,78,270,,,,bronsonkaufusi,,,,,,,,,,,,,,,,
12311,Daniel George,WR,,,Akron,1.0,,,74,210,,,,danielgeorge,,,,,,,,,,,,,,,,
1339,Zach Ertz,TE,,86.0,Stanford,13.0,1990-11-10,35.8,77,250,,,,zachertz,,19557.0,,,,,,,,,,,,,,
5155,Corey Willis,WR,,83.0,Central Michigan,4.0,1995-05-02,31.4,70,172,,,,coreywillis,,,,,,,,,,,,,,,,
4184,Bucky Hodges,TE,,0.0,Virginia Tech,5.0,1995-08-08,31.1,78,245,,,,buckyhodges,,,,,,,,,,,,,,,,
8770,Malik Williams,WR,,0.0,Appalachian State,1.0,1999-01-14,27.7,70,185,,,,malikwilliams,,,,,,,,,,,,,,,,
11280,Brady Russell,RB,SEA,38.0,Colorado,3.0,1998-08-31,28.0,75,250,6.0,,,bradyrussell,,,,,,,bradyrussell,11280,2026.0,2.0,2.4,2023.0,,,2027.0,1.0
11589,Trey Benson,RB,ARI,33.0,Florida State,2.0,2002-07-23,24.1,72,225,6.0,IR,Knee,treybenson,,,731003760045875200,1267949452228820992,nolan22snyder,carsonclausen12,treybenson,11589,2024.0,4.0,1.514902,2024.0,3.0,66.0,2027.0,1.0
5878,N'Keal Harry,TE,,84.0,Arizona State,5.0,1997-12-17,28.7,75,228,,,,nkealharry,,,,,,,,,,,,,,,,
3816,Brandon Brown-Dukes,RB,,38.0,Mercyhurst,6.0,1992-04-29,34.4,68,200,,,,brandonbrowndukes,,,,,,,,,,,,,,,,
13173,Jimmy Holiday,WR,KC,82.0,Louisiana Tech,1.0,2001-12-16,24.7,73,211,,IR,Undisclosed,jimmyholiday,,,,,,,,,,,,,,,,
7143,Ben DiNucci,QB,,16.0,James Madison,6.0,1996-11-24,29.8,74,215,,,,bendinucci,,,,,,,,,,,,,,,,
13749,Kole Wilson,WR,CLE,87.0,Baylor,0.0,2003-12-16,22.7,67,177,,,,kolewilson,,,,,,,,,,,,,,,,
10867,Jake Bobo,WR,SEA,19.0,UCLA,3.0,1998-08-04,28.1,76,211,6.0,IR,Knee,jakebobo,,,,,,,jakebobo,10867,2026.0,2.0,2.75,2023.0,,,2027.0,1.0
8131,Isaiah Likely,TE,NYG,9.0,Coastal Carolina,4.0,2000-04-18,26.4,76,241,1.0,,,isaiahlikely,,,1001981921347375104,585284262555594752,VanGrizzly,AlexVanOoyen,isaiahlikely,8131,2026.0,3.0,13.333333,2022.0,4.0,139.0,2028.0,2.0
4046,Patrick Mahomes,QB,KC,15.0,Texas Tech,9.0,1995-09-17,31.0,74,225,1.0,Questionable,Knee - ACL,patrickmahomes,,,731184036722118656,731000657544359936,JScott51,KyleWurster,patrickmahomes,4046,2026.0,7.0,64.0,2017.0,1.0,10.0,2032.0,6.0
8938,Nathan Rourke,QB,,16.0,Ohio,1.0,1998-05-24,28.3,73,210,,,,nathanrourke,,,,,,,,,,,,,,,,
3286,Demarcus Robinson,WR,SF,5.0,Florida,10.0,1994-09-21,32.0,73,202,4.0,,,demarcusrobinson,,,,,,,demarcusrobinson,3286,2025.0,2.0,4.0,2016.0,4.0,126.0,2026.0,0.0
7609,Demetric Felton,RB,,25.0,UCLA,4.0,1998-07-16,28.2,69,190,,,,demetricfelton,,,,,,,,,,,,,,,,
11608,Isaiah Williams,WR,NYJ,18.0,Illinois,2.0,2001-01-29,25.6,70,185,4.0,,,isaiahwilliams,,,,,,,isaiahwilliams,11608,2025.0,2.0,1.0175,2024.0,,,2026.0,0.0
2315,Todd Gurley,RB,,21.0,Georgia,7.0,1994-08-03,32.1,73,224,,,,toddgurley,,,,,,,,,,,,,,,,
4551,Tanner Gentry,WR,,87.0,Wyoming,6.0,1994-12-18,31.7,74,209,,,,tannergentry,,,,,,,,,,,,,,,,
12524,Shedeur Sanders,QB,CLE,2.0,Colorado,1.0,2002-02-07,24.6,74,212,3.0,,,shedeursanders,,12552.0,731172076769128448,1032440738459639808,TuckBrock,GriffinStiemke,shedeursanders,12524,2025.0,4.0,1.161845,2025.0,5.0,144.0,2028.0,2.0
6171,Cody Thompson,WR,,83.0,Toledo,6.0,1996-01-11,30.7,74,205,,,,codythompson,,,,,,,,,,,,,,,,
11344,Keytaon Thompson,WR,,43.0,Virginia,1.0,1998-10-23,27.9,77,218,,,,keytaonthompson,,,,,,,,,,,,,,,,
956,Mark Ingram,RB,,22.0,Alabama,12.0,1989-12-21,36.7,69,215,,,,markingram,,,,,,,,,,,,,,,,
3514,Jake McGee,TE,,80.0,Florida,6.0,1991-09-19,35.0,77,250,,,,jakemcgee,,,,,,,,,,,,,,,,
7564,Ja'Marr Chase,WR,CIN,1.0,LSU,5.0,2000-03-01,26.5,72,205,1.0,Questionable,Knee,jamarrchase,,,731004224116207616,1267223871346454528,p0ppy,rudyvosters,jamarrchase,7564,2025.0,4.0,40.25,2021.0,1.0,5.0,2028.0,2.0
8174,Kevin Harris,RB,,34.0,South Carolina,3.0,2000-11-17,25.8,70,225,,,,kevinharris,,,,,,,,,,,,,,,,
5462,Christopher Ezeala,RB,,45.0,No College,6.0,1995-09-19,31.0,71,248,,,,christopherezeala,,,,,,,,,,,,,,,,
12235,Marcus Riley,WR,,,Florida A&M,1.0,1999-05-09,27.3,71,175,,,,marcusriley,,,,,,,,,,,,,,,,
4593,Brandon Barnes,TE,,86.0,Alabama State,5.0,1994-05-31,32.3,77,255,,,,brandonbarnes,,,,,,,,,,,,,,,,
5403,Peter Pujals,QB,,6.0,Holy Cross,4.0,1995-01-23,31.6,74,215,,,,peterpujals,,,,,,,,,,,,,,,,
13658,Brady Boyd,WR,,83.0,Utah State,0.0,2002-06-06,24.3,73,195,,,,bradyboyd,,,,,,,,,,,,,,,,
8177,Grant Calcaterra,TE,PHI,81.0,SMU,4.0,1998-12-04,27.8,76,240,4.0,IR,Back,grantcalcaterra,,,,,,,grantcalcaterra,8177,2026.0,1.0,2.0,2022.0,6.0,198.0,2026.0,0.0
13657,Alex Bullock,WR,,45.0,South Dakota State,0.0,,,74,205,,NA,Undisclosed,alexbullock,,,,,,,,,,,,,,,,
5293,Jordan Veasy,WR,,18.0,California,4.0,1995-06-23,31.2,75,221,,,,jordanveasy,,,,,,,,,,,,,,,,
8125,Calvin Austin,WR,NYG,82.0,Memphis,4.0,1999-03-24,27.5,69,162,8.0,IR,Knee,calvinaustin,,,,,,,calvinaustin,8125,2026.0,1.0,1.5,2022.0,4.0,138.0,2026.0,0.0
7746,Austin Trammell,WR,JAX,81.0,Rice,5.0,1998-07-04,28.2,70,185,,,,austintrammell,,,,,,,,,,,,,,,,
7587,Dyami Brown,WR,WAS,6.0,North Carolina,5.0,1999-11-01,26.9,72,195,6.0,,,dyamibrown,,,,,,,dyamibrown,7587,2026.0,1.0,1.75,2021.0,3.0,82.0,2026.0,0.0
13422,Jaren Kanak,TE,TEN,81.0,Oklahoma,0.0,2004-02-10,22.6,74,234,6.0,IR,Pectoral,jarenkanak,,,,,,,jarenkanak,13422,2026.0,4.0,1.135853,2026.0,7.0,225.0,2029.0,3.0
13802,Jacob Clark,QB,,,Missouri State,0.0,2000-11-01,25.9,77,220,,,,jacobclark,,,,,,,,,,,,,,,,
12410,John Jackson,WR,,82.0,Nevada,1.0,1999-08-23,27.1,72,213,,,,johnjackson,,,,,,,,,,,,,,,,
11897,Jermaine Jackson,WR,,80.0,Idaho,1.0,2000-06-02,26.3,67,170,,,,jermainejackson,,,,,,,,,,,,,,,,
8095,Graham Adomitis,TE,,0.0,Princeton,1.0,1996-08-15,30.1,76,255,,,,grahamadomitis,,,,,,,,,,,,,,,,
11382,Dontay Demus,WR,,83.0,Maryland,1.0,2000-09-26,26.0,75,220,,,,dontaydemus,,,,,,,,,,,,,,,,
4794,Tommy Armstrong Jr.,QB,,0.0,,,,,,,,,,tommyarmstrongjr,,,,,,,,,,,,,,,,
2452,Jay Ajayi,RB,,0.0,Boise State,7.0,1993-06-15,33.2,72,223,,,,jayajayi,,,,,,,,,,,,,,,,
1211,Rhett Ellison,TE,,0.0,Southern California,10.0,1988-10-03,38.0,77,255,,,,rhettellison,,,,,,,,,,,,,,,,
8117,Jalen Tolbert,WR,MIA,1.0,South Alabama,4.0,1999-02-27,27.5,73,195,3.0,,,jalentolbert,,,731172076769128448,,TuckBrock,,jalentolbert,8117,2026.0,1.0,1.4025,2022.0,3.0,88.0,2026.0,0.0
7483,Farrod Green,TE,,86.0,Mississippi State,2.0,1997-06-10,29.3,75,245,,,,farrodgreen,,,,,,,,,,,,,,,,
6797,Justin Herbert,QB,LAC,10.0,Oregon,6.0,1998-03-10,28.5,78,236,1.0,,,justinherbert,,,1001981921347375104,1267223871346454528,VanGrizzly,rudyvosters,justinherbert,6797,2023.0,5.0,52.5,2020.0,1.0,6.0,2027.0,1.0
6849,Denzel Mims,WR,,84.0,Baylor,6.0,1997-10-10,28.9,75,207,,,,denzelmims,,,,,,,,,,,,,,,,
3774,Jason Vander Laan,TE,,86.0,Ferris State,6.0,1992-09-22,34.0,75,244,,,,jasonvanderlaan,,,,,,,,,,,,,,,,
13041,Jahmal Banks,WR,,,Nebraska,1.0,2001-10-02,24.9,75,218,,,,jahmalbanks,,,,,,,,,,,,,,,,
5884,Kelvin Harmon,WR,,84.0,North Carolina State,6.0,1996-12-15,29.7,74,215,,,,kelvinharmon,,,,,,,,,,,,,,,,
5781,Malik Turner,WR,,81.0,Illinois,8.0,1996-01-30,30.6,74,202,,,,malikturner,,,,,,,,,,,,,,,,
11262,Damien Caffrey,TE,,88.0,Stony Brook,1.0,,,78,262,,,,damiencaffrey,,,,,,,,,,,,,,,,
6801,Tee Higgins,WR,CIN,5.0,Clemson,6.0,1999-01-18,27.7,76,220,2.0,Questionable,Heel,teehiggins,,,731000657544359936,462057196620869632,KyleWurster,calebb15,teehiggins,6801,2025.0,4.0,28.75,2020.0,2.0,33.0,2028.0,2.0
4669,Andre Patton,WR,,0.0,Rutgers,5.0,1994-05-28,32.3,76,200,,,,andrepatton,,,,,,,,,,,,,,,,
1555,Kenny Stills,WR,,12.0,Oklahoma,9.0,1992-04-22,34.4,73,202,,,,kennystills,,,,,,,,,,,,,,,,
12149,Gavin Hardison,QB,,,UTEP,1.0,2000-05-15,26.3,74,206,,,,gavinhardison,,,,,,,,,,,,,,,,
10859,Sam LaPorta,TE,DET,87.0,Iowa,3.0,2001-01-12,25.7,75,245,1.0,Questionable,Hip,samlaporta,,,1000639485861785600,1265863097675956224,Joshlahay10,JacksonTaft,samlaporta,10859,2023.0,4.0,2.3665,2023.0,2.0,34.0,2026.0,0.0
11567,Jordan Travis,QB,,3.0,Florida State,1.0,2000-05-02,26.4,73,200,,,,jordantravis,,,,,,,,,,,,,,,,
8660,Leroy Watson,TE,,77.0,UTSA,3.0,1998-06-10,28.3,76,311,,,,leroywatson,,,,,,,,,,,,,,,,
6506,Trayone Gray,RB,,43.0,Miami,3.0,1995-12-14,30.8,73,233,,,,trayonegray,,,,,,,,,,,,,,,,
8699,Cyrus Holder,WR,,0.0,Duquesne,1.0,,,75,198,,,,cyrusholder,,,,,,,,,,,,,,,,
12792,Garrett Greene,QB,TB,85.0,West Virginia,1.0,2001-10-01,24.9,71,201,,,,garrettgreene,,,,,,,,,,,,,,,,
812,Lee Smith,TE,ATL,85.0,Marshall,11.0,1987-11-21,38.8,78,265,,,,leesmith,,,,,,,,,,,,,,,,
5609,Stephen Baggett,TE,,86.0,East Carolina,4.0,,,77,247,,,,stephenbaggett,,,,,,,,,,,,,,,,
8921,Maurice Alexander,WR,,13.0,Florida International,4.0,1997-01-10,29.7,70,173,,,,mauricealexander,,,,,,,,,,,,,,,,
12546,Marcus Yarns,RB,,,Delaware,1.0,2001-10-30,24.9,71,190,,,,marcusyarns,,,,,,,,,,,,,,,,
6661,Joseph Parker,WR,,80.0,Chattanooga,3.0,1996-07-24,30.1,70,185,,,,josephparker,,,,,,,,,,,,,,,,
11633,Jamari Thrash,WR,CLE,80.0,Louisville,2.0,2000-12-19,25.7,72,190,7.0,IR,Undisclosed,jamarithrash,,,,,,,jamarithrash,11633,2026.0,1.0,1.075,2024.0,5.0,156.0,2026.0,0.0
13964,Myles Montgomery,RB,,39.0,UCF,0.0,,,70,205,,IR,Undisclosed,mylesmontgomery,,,,,,,mylesmontgomery,13964,2026.0,3.0,1.041667,2026.0,,,2028.0,2.0
8628,Jontre Kirklin,WR,,84.0,LSU,2.0,1998-10-09,27.9,72,184,,,,jontrekirklin,,,,,,,,,,,,,,,,
7359,Nakia Griffin-Stewart,TE,,89.0,Pittsburgh,2.0,1996-11-12,29.8,77,260,,,,nakiagriffinstewart,,,,,,,,,,,,,,,,
6712,Marcus Simms,WR,,18.0,West Virginia,5.0,1997-12-18,28.7,72,197,,,,marcussimms,,,,,,,,,,,,,,,,
12246,Mike Rigerman,TE,,,Findlay,1.0,2001-06-29,25.2,74,244,,,,mikerigerman,,,,,,,,,,,,,,,,
6629,Brian Burt,WR,,12.0,Fresno State,3.0,,,71,194,,,,brianburt,,,,,,,,,,,,,,,,
3433,Alex Erickson,WR,,82.0,Wisconsin,9.0,1992-11-06,33.9,72,195,,,,alexerickson,,,,,,,,,,,,,,,,
13189,Luke Floriea,WR,,81.0,Kent State,1.0,2001-10-23,24.9,68,180,,,,lukefloriea,,,,,,,,,,,,,,,,
8638,Grayson Gunter,TE,,0.0,Southern Miss,1.0,1997-11-13,28.8,77,247,,,,graysongunter,,,,,,,,,,,,,,,,
13744,Cameron Ross,WR,,87.0,Virginia,0.0,2001-08-16,25.1,70,186,,,,cameronross,,,,,,,,,,,,,,,,
12868,Montrell Johnson,RB,,37.0,Florida,1.0,2002-10-13,23.9,71,217,,,,montrelljohnson,,,,,,,,,,,,,,,,
4111,D'Onta Foreman,RB,,27.0,Texas,8.0,1996-04-24,30.4,72,235,,,,dontaforeman,,,,,,,,,,,,,,,,
6386,Alex Bachman,WR,LAR,5.0,Wake Forest,7.0,1996-05-29,30.3,72,190,,,,alexbachman,,,,,,,alexbachman,6386,2026.0,1.0,0.3303,2019.0,,,2026.0,0.0
